tweet,sentiment
" MC, happy mother`s day to your mom ;).. love yah",3
 rentaphone  yesy have,2
So many freebies for all my JBnoy friends  SPAM THREAD SOON.,1
time for work,2
guess I`ll start getting some of my camping and fishing stuff together for Wed & Thurs trip to Braunig Lake......,2
Happy Mother`s Day! It will be a good day,3
headed into venue.  bbl,2
 thank you very much!!!,3
Is in serious pain.,1
"OMG, it`s JULY`S LAST DAY!  @ Muchachomalo",2
" you are amazing as alice, as if she was made for you. Thank you for everything! I now have a face for the character",3
I am sooo tired,1
"Hot ****, I`m at **** Disneyland!",1
 your right. im so jealous i wish i had gangsterrrr pants like your grandma,1
"Good morning!! Gonna clean the house a bit, then maybe clean some more, then do nothing for the rest of the day",2
 physics  the most boring class ever!,1
"Possible case of H1N1 at Ft. Knox (KY) http://tiny.cc/gNYq7. Note: this is for info purposes only, so there`s still no need to panic",2
wait...why didn`t I know about this wedding? Aren`t I supposed to be in yours and vice versa?  btw I know it`s not yours,2
 man i cant go on sunday cause im helping out all day at the piano recital. this sucks,1
"4 very big ???zongzi) for lunch, ate more, but not work more.Work less but eat more, what  can I do w/h it? Too useless become.",1
"Excited!!! Trousers on their way from Topshop, should be here in a couple of days",3
"trying to wake up, but is finding it very hard",1
" thanks  and ill cross my fingers for you, that the rain will stop",3
"Ok, back to packing. Have been sitting in car charging phone as charger was left @ home as well",2
" i hope so, recorded the pit/was game to find out it didnt record... lucky it wasn`t the leafs, i woulda lost it by now",1
Just shot my new .22 rifle!  The auto-reset plinker target I built in shop class works great!,3
" Shoot, Rob I missed it. Just got home.",1
DAM i wish cElEbs cOuld frikken fOLLow baaaaaaaaaaackkkkkkkk,1
 I`m doing okay,3
 i think 30 bucks and i dunno,2
 I can only promise about 150 or so.,2
okay the new jonas episode was awesome,3
I wanna see the Jonas Brothers in concert..,2
 Missed you last night hon,1
 Spending a weekend doing nothing but being domestic ? You said it!,2
auntie diane wins quote of the day 'and hes the incredible hulk',3
Goodnight;,3
is goin out  to  dinner!,2
is feeling sad  I so dont do goodbye`z!!!!,1
 thank you cici  right back at ya!,3
 - OH FOA REAL.? I DIDNT REALLY KEEP UP WITH WHAT WAS GOING ON. TOO MANY DIFF STORYS N STUFF HEY.  WISH HE NEVA DID IT!,2
" Thanks for a great night, dear.  Perfectly completed my weekend.",3
 sure I would like some cream right now,3
"   Sure!  My entire blogroll is terribly updated, but this could motivate me to update and redo it!",3
With alex,2
 I decided you should help me make my first solo album,3
Going to the Gold Coast for mothers day lunch,2
 the movie on the plane is Mall Cop- (but i saw it with the nephews already,2
"Packing up for the trip to Ascari track, thank you Bacardi",3
" yeah it made a great noise, and tripped the house circuit breaker. Good Times. $200 worth of parts too",1
_bree say hi to the otters! They are my favorite- besides the fact they are slowly killing themselves with each shell they open.,2
I just woke up. My teeth really hurt from my rubber bands,1
just starting my day...a long Friday,1
L.A. said 'wipe the slate clean' before the jelly!,2
" i didn`t hit the right button or what. i wrote on the sheat tho, that i thought it was the cafe currency button. im sorry",1
" Lunch, yes. A date, nope.",2
" You, the other crew and COB tried your hardest to put on great shows and fans all appreciate it. Tell Alexi get well soon  MH.",2
   Hey everyone! I just mixed the first single....!  'Why R U' ...I`m sooo excited!,3
 and now I have to shut computer down and get ready to go home from work....what a bummer.,1
" yeah, that doesn`t sound very good",1
 Thanks for the advice! Went to the doctor`s and slept a lot yesterday  Must be the meds.,3
 I`m sorry.,1
_0robertpatt Why do they do that?!,2
 i wish i was home in bed naked,1
_m do it up,2
Revision continues. Getting so bored and tired. I can`t wait to get out and do interesting things. Only a week and half left though,1
OMG I FINISHED MY HISTORY CHILDRENS BOOK!!!! JUST NEED 2 MAKE IT PRETTY AND PRINT IT OFF AND IM DONE!!! WHOO!!!,2
"feeling really sick  watching the fifth element, and about to smoke a cigg. ugh i hate colds!",1
 Hell Yeah!,2
 I need a hug  I`m doing my junior cert this week and I`m totally stressed out :`(,1
People eight years my junior can`t understand most of my references,2
 hi Lyndon - if you get this before 4pm Monday 11 May - i have mail for you from  via Tasmania. DM me,2
Rey Mysterio is so awesome,3
Really!,2
"In bed eating chocolates after 2 super parties, yay  playing with the new camera - could I be an amazing photographer?",2
". No sun  but I can see the ocean now..I almost ran over a squirrel driving home from the store, was so foggy! Where r you?",1
:: holy kraut. I canNOT stay up this late. But the book is done and in the author`s in box.  Tucking in with kitty-boys now. Nighty-night.,1
"Legend of Inotia ??????? ??????. ?????? ???????. ???? ??????? 31? ?????, ????? ?????? ???. ????????? ???? ?????? ????? ??????? ??????????",2
had a great session canvassing in the sun... but now is miserable cus i have no1 to go to the pub with,2
Smith/Amherst mini-reunion last night was fun- how i miss the old days,2
 I submitted my resume the same day and saw no answer back. Oh well...,1
says Morning.  http://plurk.com/p/x34ap,2
Got my hair cut. Great.  stupid gum.,1
"Playing with the munchkin today, talking cakes and getting ready for a yard sale tomorrow. Not looking forward to that",1
Evaluating my people...Dont like this part of the job,1
They are out of ice cream at the Crazy Mocha in SS. This means no Espresso Milkshake..,1
Shower/traffic/factory yaaaay,2
At work... supposed to be a day off but too much work to get done for PLM World... sigh,1
workin a long day today... hopefully i can make some good tips,3
forgot my lunch and no one else is ordering stuff  boooooo!,1
"omds! holly steel, bless her!  x",3
"neighborhood research today, Day 1 of 5....and a little bit of shopping",2
Just got confirmed that itï¿½s pizza-time with some ex co-workers on friday...looking forward to it,3
 Oh I beg of you to add just a 3rd nite in Dublin in October... PLEEEEEEEASSSEEEEEEE,3
im saaaaaaaaaaaaaad  i need someone to talk to.,1
I wanna roc wit`chu . Imy buu,3
"**i hate my hair hiss tee, I feel like I shuld hang out in the ghetto wid dis style",1
"I need a friend right now  , I feel like mmmm ... sosad",1
headache  wanna see my Julie,1
i finally found the perfect matte lcd cleaner!! i-nix screen cleaner ftw!,3
It`s gonna be a super long day,2
"Friends are gone. Sushi, movies, laughter. Just what I needed. FUN!",3
Match of Handball this a the afternoon,2
you forgot your fans too!  haha,2
 you stop it,2
Had some lovely sugar puffs and just been playing with my amazing dog jack,3
 ... Yes.  That`s what I said.,2
Ooopps over slept. Is it really 10am? Best get up then and get my shizzle in gear,2
 hahahaha! i haven`t been out with my friends since sunday! i`m so lame,1
 haha i wish i could! I look like a little boy now,3
 and  the Creative VADO`s are out of stock at walmart.com (missed it)  but thanks for tweeting about it,2
 awww  i mish u too ladie whats been good?,3
 I miss you too.  We`ll have to get together once everything settles down in a few weeks.  Congrats on the house!,3
Heading to the U of Utah hospital. Have a great day everyone,3
"ftsk (L) haven`t listened to them in a while. so **** pissed off my with so called `friends`, can`t wait to leave this **** school",1
going to shower because i don`t want to smell at school tomorrow,2
 UMMMNNN ummmnnn good thanks for letting me know earlier... I ate already,3
 Thanks Elaine. I`m clipping reviews for her scrapbook.,3
 thats much better than the flu syndrome!,3
 i was right about the wave off,2
Would appear not  note to self...change perfume!  What to do now..Hmm do I get the tarot cards out or not??,2
my twitter says it needs a break  i`ll be back in a bit (capacity??),2
_Mitchell i`ve never been to the opera before...don`t think that was me,2
" so sorry to hear that.  I lost two hard drives this year, I know the feeling",1
 saying goodbye to something familiar never becomes familiar,1
"Hello!Im back andIm drunk,  and as much asI love my friends,I hate how they unintentionally make me feel inadequate.Ineedhelp",2
"...wait, I lied.",1
 thank you. We had a blast,3
I FEEL LIKE ****......,1
"WOOT! favourtie, well second favourite episode just came on TOW ross and rachel ... you know",3
feeling sick. headache. bored. tireddd,1
" Im home, phone died thou",1
_louise yeah. like that,2
i lost a follower,1
currently working on the SDP`s Prototype.... so much to do...,2
" hi angela, can you check your email? I need one thing from you (sorry if it`s your day off  )",1
Drinking coffee....MMMMM.....coffee,2
  but they`re hungryyyyyy,2
making my mom a mothers day card,2
home from school today,2
 Snap To Grid. I just realized that I haven`t seen Iqbal in 5 days.,2
has an exam at 10am - I slept about 3 hours last night,2
Hoping I at least have fun 2nite.  Today was 1 horrible way 2 start off a birthday,2
"sigh, my sisters bein strange.. she came all the way from copenhagen to london, and now her phones turned off.. i wanna see her dammit",1
" Ooh, coffee!  Great idea...  want one??",3
 i HaVe 2 Get OuT This HoUse,2
 tweettttt.,2
 That`s the problem. DNS isn`t working  uTorrent and DestroyTwitter are working while everything else is down.,1
"i need to read  fic again, but i lost it",2
" Couldn`t see one, but I`m probably blind  Do you have a link to it?",1
"G*morning! Rain, rain and more rain.. ! But I don`t care so much",1
I don`t have the fake fascination like i once did before. Cause i no longer have to pretend i like you,2
toooo much outside killen my eyes,1
